Year,Province,Procedure,pct_Meeting_Benchmark,50th_Percentile,90th_Percentile,Volume,Has_Benchmark,Wait_Range,Ontario_50th,Vs_Ontario_Gap
2015,New Brunswick,Lung Cancer Surgery,,33.0,61.0,88.0,False,28.0,,
2015,New Brunswick,Prostate Cancer Surgery,,43.0,78.0,68.0,False,35.0,,
2015,New Brunswick,Radiation Therapy,99.0,6.0,17.0,825.0,True,11.0,,
2015,Newfoundland and Labrador,Bladder Cancer Surgery,,24.0,53.0,156.0,False,29.0,,
2015,Newfoundland and Labrador,Breast Cancer Surgery,,15.0,29.0,257.0,False,14.0,,
2015,Newfoundland and Labrador,CABG,,9.0,134.0,149.0,False,125.0,,
2015,Newfoundland and Labrador,CT Scan,,,,39052.0,False,,,
2015,Newfoundland and Labrador,Cataract Surgery,96.0,40.0,97.0,1761.0,True,57.0,,
2015,Newfoundland and Labrador,Colorectal Cancer Surgery,,13.0,32.0,265.0,False,19.0,,
2015,Newfoundland and Labrador,Hip Fracture Repair,85.0,22.0,64.0,234.0,True,42.0,,
2015,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,92.0,24.0,46.0,238.0,True,22.0,,
2015,Newfoundland and Labrador,Hip Replacement,94.0,83.0,173.0,245.0,True,90.0,,
2015,Newfoundland and Labrador,Knee Replacement,87.0,99.0,186.0,447.0,True,87.0,,
2015,Newfoundland and Labrador,MRI Scan,,,,9695.0,False,,,
2015,Newfoundland and Labrador,Prostate Cancer Surgery,,37.0,72.0,69.0,False,35.0,,
2015,Newfoundland and Labrador,Radiation Therapy,99.0,13.0,20.0,357.0,True,7.0,,
2015,Nova Scotia,Bladder Cancer Surgery,,34.0,97.0,364.0,False,63.0,,
2015,Nova Scotia,Breast Cancer Surgery,,16.0,36.0,496.0,False,20.0,,
2015,Nova Scotia,CABG,,9.0,92.0,158.0,False,83.0,,
2015,Nova Scotia,CT Scan,,21.0,74.0,33563.0,False,53.0,,
2015,Nova Scotia,Cataract Surgery,64.0,93.0,220.0,3637.0,True,127.0,,
2015,Nova Scotia,Colorectal Cancer Surgery,,26.0,55.0,271.0,False,29.0,,
2015,Nova Scotia,Hip Fracture Repair,85.0,22.0,60.0,435.0,True,38.0,,
2015,Nova Scotia,Hip Replacement,52.0,173.0,611.0,575.0,True,438.0,,
2015,Nova Scotia,Knee Replacement,36.0,271.0,727.0,934.0,True,456.0,,
2015,Nova Scotia,Lung Cancer Surgery,,47.0,84.0,133.0,False,37.0,,
2015,Nova Scotia,MRI Scan,,55.0,202.0,10319.0,False,147.0,,
2015,Nova Scotia,Prostate Cancer Surgery,,46.0,89.0,56.0,False,43.0,,
2015,Nova Scotia,Radiation Therapy,94.0,10.0,25.0,1444.0,True,15.0,,
2015,Ontario,Bladder Cancer Surgery,,24.0,58.0,5996.0,False,34.0,,
2015,Ontario,Breast Cancer Surgery,,16.0,33.0,5811.0,False,17.0,,
2015,Ontario,CABG,,8.0,47.0,3055.0,False,39.0,,
2015,Ontario,CT Scan,,7.0,37.0,365817.0,False,30.0,,
2015,Ontario,Cataract Surgery,74.0,62.0,182.0,64098.0,True,120.0,,
2015,Ontario,Colorectal Cancer Surgery,,18.0,39.0,2698.0,False,21.0,,
2015,Ontario,Hip Fracture Repair,86.0,23.0,55.0,5546.0,True,32.0,,
2015,Ontario,Hip Fracture Repair/Emergency and Inpatient,79.0,28.0,60.0,5066.0,True,32.0,,
2015,Ontario,Hip Replacement,87.0,75.0,197.0,7700.0,True,122.0,,
2015,Ontario,Knee Replacement,86.0,80.0,211.0,13031.0,True,131.0,,
2015,Ontario,Lung Cancer Surgery,,18.0,32.0,1658.0,False,14.0,,
2015,Ontario,MRI Scan,,36.0,91.0,306561.0,False,55.0,,
2015,Ontario,Prostate Cancer Surgery,,36.0,78.0,1479.0,False,42.0,,
2015,Ontario,Radiation Therapy,99.0,7.0,14.0,15652.0,True,7.0,,
2015,Prince Edward Island,Bladder Cancer Surgery,,37.0,65.0,28.0,False,28.0,,
2015,Prince Edward Island,Breast Cancer Surgery,,18.0,26.0,59.0,False,8.0,,
2015,Prince Edward Island,CT Scan,,30.0,61.0,3556.0,False,31.0,,
2015,Prince Edward Island,Cataract Surgery,81.6,56.5,183.4,554.0,True,126.9,,
2015,Prince Edward Island,Colorectal Cancer Surgery,,22.0,38.0,39.0,False,16.0,,
2015,Prince Edward Island,Hip Fracture Repair,77.0,24.0,55.0,60.0,True,31.0,,
2015,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,74.0,31.0,62.0,54.0,True,31.0,,
2015,Prince Edward Island,Hip Replacement,85.0,92.0,245.0,83.0,True,153.0,,
2015,Prince Edward Island,Knee Replacement,83.0,112.0,229.0,139.0,True,117.0,,
2015,Prince Edward Island,MRI Scan,,56.0,167.0,1748.0,False,111.0,,
2015,Prince Edward Island,Radiation Therapy,98.0,12.0,24.0,224.0,True,12.0,,
2015,Quebec,Bladder Cancer Surgery,,26.0,63.0,2719.0,False,37.0,,
2015,Quebec,Breast Cancer Surgery,,21.0,46.0,4119.0,False,25.0,,
2015,Quebec,CABG,,,,3221.0,False,,,
2015,Quebec,Cataract Surgery,88.0,35.0,126.0,45079.0,True,91.0,,
2015,Quebec,Colorectal Cancer Surgery,,22.0,50.0,2206.0,False,28.0,,
2015,Quebec,Hip Replacement,85.0,82.0,218.0,3264.0,True,136.0,,
2015,Quebec,Knee Replacement,80.0,94.0,247.0,5081.0,True,153.0,,
2015,Quebec,Lung Cancer Surgery,,22.0,63.0,1306.0,False,41.0,,
2015,Quebec,Prostate Cancer Surgery,,34.0,85.0,801.0,False,51.0,,
2015,Quebec,Radiation Therapy,98.0,,,11736.0,True,,,
2015,Saskatchewan,Bladder Cancer Surgery,,16.0,29.0,233.0,False,13.0,,
2015,Saskatchewan,Breast Cancer Surgery,,18.0,35.0,397.0,False,17.0,,
2015,Saskatchewan,CABG,,4.0,13.0,207.0,False,9.0,,
2015,Saskatchewan,CT Scan,,21.0,53.0,19705.0,False,32.0,,
2015,Saskatchewan,Cataract Surgery,96.0,35.0,92.0,3567.0,True,57.0,,
2015,Saskatchewan,Colorectal Cancer Surgery,,16.0,38.0,227.0,False,22.0,,
2015,Saskatchewan,Hip Fracture Repair,80.0,25.0,65.0,532.0,True,40.0,,
2015,Saskatchewan,Hip Replacement,100.0,53.0,128.0,794.0,True,75.0,,
2015,Saskatchewan,Knee Replacement,99.0,62.0,130.0,1202.0,True,68.0,,
2015,Saskatchewan,Lung Cancer Surgery,,15.0,27.0,54.0,False,12.0,,
2015,Saskatchewan,MRI Scan,,32.0,152.0,11584.0,False,120.0,,
2015,Saskatchewan,Prostate Cancer Surgery,,48.0,138.0,110.0,False,90.0,,
2015,Saskatchewan,Radiation Therapy,97.0,8.0,20.0,1001.0,True,12.0,,
2016,Alberta,Bladder Cancer Surgery,,30.0,70.0,448.0,False,40.0,,
2016,Alberta,Breast Cancer Surgery,,20.0,49.0,1074.0,False,29.0,,
2016,Alberta,CABG,,6.0,42.0,524.0,False,36.0,,
2016,Alberta,CT Scan,,27.0,92.0,80876.0,False,65.0,,
2016,Alberta,Cataract Surgery,58.0,92.0,243.0,11770.0,True,151.0,,
2016,Alberta,Colorectal Cancer Surgery,,27.0,68.0,419.0,False,41.0,,
2016,Alberta,Hip Fracture Repair,91.0,20.0,47.0,1422.0,True,27.0,,
2016,Alberta,Hip Fracture Repair/Emergency and Inpatient,86.0,25.0,51.0,1261.0,True,26.0,,
2016,Alberta,Hip Replacement,82.0,91.0,218.0,2043.0,True,127.0,,
2016,Alberta,Knee Replacement,77.0,113.0,253.0,3174.0,True,140.0,,
2016,Alberta,Lung Cancer Surgery,,33.0,63.0,290.0,False,30.0,,
2016,Alberta,MRI Scan,,85.0,242.0,59916.0,False,157.0,,
2016,Alberta,Prostate Cancer Surgery,,48.0,116.0,571.0,False,68.0,,
2016,Alberta,Radiation Therapy,99.0,7.0,20.0,4071.0,True,13.0,,
2016,British Columbia,Bladder Cancer Surgery,,22.0,51.0,1673.0,False,29.0,,
2016,British Columbia,Breast Cancer Surgery,,17.0,45.0,1859.0,False,28.0,,
2016,British Columbia,CABG,,9.0,77.0,1035.0,False,68.0,,
2016,British Columbia,Cataract Surgery,66.0,74.0,243.0,28155.0,True,169.0,,
2016,British Columbia,Colorectal Cancer Surgery,,21.0,53.0,1014.0,False,32.0,,
2016,British Columbia,Hip Fracture Repair,86.0,26.0,56.0,1905.0,True,30.0,,
2016,British Columbia,Hip Replacement,61.0,141.0,341.0,2929.0,True,200.0,,
2016,British Columbia,Knee Replacement,47.0,192.0,381.0,4232.0,True,189.0,,
2016,British Columbia,Lung Cancer Surgery,,19.0,50.0,375.0,False,31.0,,
2016,British Columbia,Prostate Cancer Surgery,,36.0,80.0,406.0,False,44.0,,
2016,British Columbia,Radiation Therapy,91.0,8.0,27.0,6585.0,True,19.0,,
2016,Canada,Bladder Cancer Surgery,,24.8240869352071,60.1189639676444,12239.0,False,35.2948770324373,,
2016,Canada,Breast Cancer Surgery,,17.5070835036099,38.9207873586705,14682.0,False,21.413703855060604,,
2016,Canada,CABG,,8.11965205041719,62.3536303923309,9036.0,False,54.23397834191371,,
2016,Canada,Cataract Surgery,72.5048054300772,67.6111930641822,193.559332062865,170016.0,True,125.9481389986828,,
2016,Canada,Colorectal Cancer Surgery,,20.0418468405635,44.2063049239782,7169.0,False,24.1644580834147,,
2016,Canada,Hip Fracture Repair,86.0,23.0,55.0,10903.0,True,32.0,,
2016,Canada,Hip Replacement,78.25,98.19,255.47,19154.0,True,157.28,,
2016,Canada,Knee Replacement,72.24,117.51,291.48,31407.0,True,173.97000000000003,,
2016,Canada,Lung Cancer Surgery,,21.0692231075697,47.9564243027888,4016.0,False,26.887201195219095,,
2016,Canada,Prostate Cancer Surgery,,39.0640990371389,88.3235213204952,3635.0,False,49.2594222833563,,
2016,Canada,Radiation Therapy,97.28965439603738,7.67265018105289,19.2649252576522,44415.0,True,11.59227507659931,,
2016,Manitoba,Breast Cancer Surgery,,23.0,40.0,147.0,False,17.0,,
2016,Manitoba,CABG,,9.0,45.0,203.0,False,36.0,,
2016,Manitoba,CT Scan,,21.0,79.0,40439.0,False,58.0,,
2016,Manitoba,Cataract Surgery,34.0,148.0,289.0,2915.0,True,141.0,,
2016,Manitoba,Hip Fracture Repair,91.0,19.0,45.0,575.0,True,26.0,,
2016,Manitoba,Hip Replacement,66.0,136.0,348.0,697.0,True,212.0,,
2016,Manitoba,Knee Replacement,58.0,160.0,412.0,1084.0,True,252.0,,
2016,Manitoba,Lung Cancer Surgery,,25.0,47.0,116.0,False,22.0,,
2016,Manitoba,MRI Scan,,110.0,196.0,26183.0,False,86.0,,
2016,Manitoba,Radiation Therapy,100.0,10.0,22.0,1503.0,True,12.0,,
2016,New Brunswick,Bladder Cancer Surgery,,31.0,71.0,258.0,False,40.0,,
2016,New Brunswick,Breast Cancer Surgery,,19.0,42.0,342.0,False,23.0,,
2016,New Brunswick,CABG,,10.0,175.0,204.0,False,165.0,,
2016,New Brunswick,Cataract Surgery,68.0,64.0,194.0,5310.0,True,130.0,,
2016,New Brunswick,Colorectal Cancer Surgery,,21.0,48.0,221.0,False,27.0,,
2016,New Brunswick,Hip Fracture Repair,89.0,19.0,52.0,361.0,True,33.0,,
2016,New Brunswick,Hip Replacement,55.0,164.0,406.0,505.0,True,242.0,,
2016,New Brunswick,Knee Replacement,50.0,180.0,480.0,925.0,True,300.0,,
2016,New Brunswick,Lung Cancer Surgery,,29.0,54.0,102.0,False,25.0,,
2016,New Brunswick,Prostate Cancer Surgery,,39.0,90.0,85.0,False,51.0,,
2016,New Brunswick,Radiation Therapy,98.0,7.0,19.0,947.0,True,12.0,,
2016,Newfoundland and Labrador,Bladder Cancer Surgery,,23.0,48.0,135.0,False,25.0,,
2016,Newfoundland and Labrador,Breast Cancer Surgery,,17.0,29.0,282.0,False,12.0,,
2016,Newfoundland and Labrador,CABG,,6.0,83.0,152.0,False,77.0,,
2016,Newfoundland and Labrador,CT Scan,,,,38484.0,False,,,
2016,Newfoundland and Labrador,Cataract Surgery,90.0,65.0,112.0,2053.0,True,47.0,,
2016,Newfoundland and Labrador,Colorectal Cancer Surgery,,13.0,26.0,237.0,False,13.0,,
2016,Newfoundland and Labrador,Hip Fracture Repair,90.0,20.0,48.0,181.0,True,28.0,,
2016,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,97.0,22.0,44.0,233.0,True,22.0,,
2016,Newfoundland and Labrador,Hip Replacement,77.0,100.0,241.0,252.0,True,141.0,,
2016,Newfoundland and Labrador,Knee Replacement,70.0,127.0,269.0,498.0,True,142.0,,
2016,Newfoundland and Labrador,MRI Scan,,,,9434.0,False,,,
2016,Newfoundland and Labrador,Prostate Cancer Surgery,,27.0,62.0,68.0,False,35.0,,
2016,Newfoundland and Labrador,Radiation Therapy,100.0,12.0,20.0,393.0,True,8.0,,
2016,Nova Scotia,Bladder Cancer Surgery,,31.0,89.0,385.0,False,58.0,,
2016,Nova Scotia,Breast Cancer Surgery,,16.0,34.0,472.0,False,18.0,,
2016,Nova Scotia,CABG,,7.0,66.0,163.0,False,59.0,,
2016,Nova Scotia,CT Scan,,26.0,77.0,35109.0,False,51.0,,
2016,Nova Scotia,Cataract Surgery,65.0,92.0,214.0,4004.0,True,122.0,,
2016,Nova Scotia,Colorectal Cancer Surgery,,24.0,48.0,293.0,False,24.0,,
2016,Nova Scotia,Hip Fracture Repair,85.0,21.0,56.0,294.0,True,35.0,,
2016,Nova Scotia,Hip Replacement,56.0,152.0,606.0,600.0,True,454.0,,
2016,Nova Scotia,Knee Replacement,38.0,260.0,764.0,1001.0,True,504.0,,
2016,Nova Scotia,Lung Cancer Surgery,,45.0,87.0,127.0,False,42.0,,
2016,Nova Scotia,MRI Scan,,57.0,203.0,11099.0,False,146.0,,
2016,Nova Scotia,Prostate Cancer Surgery,,40.0,83.0,89.0,False,43.0,,
2016,Nova Scotia,Radiation Therapy,93.0,12.0,26.0,1490.0,True,14.0,,
2016,Ontario,Bladder Cancer Surgery,,24.0,61.0,6094.0,False,37.0,,
2016,Ontario,Breast Cancer Surgery,,16.0,33.0,5911.0,False,17.0,,
2016,Ontario,CABG,,8.5,56.0,3146.0,False,47.5,,
2016,Ontario,CT Scan,,6.0,41.0,448755.0,False,35.0,,
2016,Ontario,Cataract Surgery,70.0,65.0,208.0,66098.0,True,143.0,,
2016,Ontario,Colorectal Cancer Surgery,,18.0,39.0,2570.0,False,21.0,,
2016,Ontario,Hip Fracture Repair,85.0,23.0,57.0,5639.0,True,34.0,,
2016,Ontario,Hip Fracture Repair/Emergency and Inpatient,79.0,29.0,63.0,5104.0,True,34.0,,
2016,Ontario,Hip Replacement,85.0,80.0,210.0,7953.0,True,130.0,,
2016,Ontario,Knee Replacement,81.0,86.0,241.0,13880.0,True,155.0,,
2016,Ontario,Lung Cancer Surgery,,17.0,34.0,1553.0,False,17.0,,
2016,Ontario,MRI Scan,,33.0,99.0,347657.0,False,66.0,,
2016,Ontario,Prostate Cancer Surgery,,38.0,82.0,1566.0,False,44.0,,
2016,Ontario,Radiation Therapy,99.0,7.0,15.0,15972.0,True,8.0,,
2016,Prince Edward Island,Bladder Cancer Surgery,,24.0,54.0,16.0,False,30.0,,
2016,Prince Edward Island,Breast Cancer Surgery,,16.0,27.0,50.0,False,11.0,,
2016,Prince Edward Island,CT Scan,,34.0,71.0,3671.0,False,37.0,,
2016,Prince Edward Island,Cataract Surgery,88.5,70.6,117.9,486.0,True,47.30000000000001,,
2016,Prince Edward Island,Colorectal Cancer Surgery,,17.0,43.0,45.0,False,26.0,,
2016,Prince Edward Island,Hip Fracture Repair,76.0,24.0,65.0,45.0,True,41.0,,
2016,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,84.0,25.0,52.0,64.0,True,27.0,,
2016,Prince Edward Island,Hip Replacement,67.0,133.0,281.0,86.0,True,148.0,,
2016,Prince Edward Island,Knee Replacement,67.0,146.0,251.0,145.0,True,105.0,,
2016,Prince Edward Island,MRI Scan,,52.0,181.0,1911.0,False,129.0,,
2016,Prince Edward Island,Radiation Therapy,95.0,12.0,25.0,245.0,True,13.0,,
2016,Quebec,Bladder Cancer Surgery,,27.0,60.0,2954.0,False,33.0,,
2016,Quebec,Breast Cancer Surgery,,19.0,43.0,4157.0,False,24.0,,
2016,Quebec,CABG,,,,3403.0,False,,,
2016,Quebec,Cataract Surgery,86.0,55.0,130.0,45716.0,True,75.0,,
2016,Quebec,Colorectal Cancer Surgery,,21.0,42.0,2132.0,False,21.0,,
2016,Quebec,Hip Replacement,85.0,83.0,214.0,3381.0,True,131.0,,
2016,Quebec,Knee Replacement,80.0,97.0,243.0,5329.0,True,146.0,,
2016,Quebec,Lung Cancer Surgery,,21.0,57.0,1382.0,False,36.0,,
2016,Quebec,Prostate Cancer Surgery,,36.0,86.0,745.0,False,50.0,,
2016,Quebec,Radiation Therapy,98.0,,,12104.0,True,,,
2016,Saskatchewan,Bladder Cancer Surgery,,15.0,37.0,276.0,False,22.0,,
2016,Saskatchewan,Breast Cancer Surgery,,19.0,40.0,388.0,False,21.0,,
2016,Saskatchewan,CABG,,3.0,25.0,206.0,False,22.0,,
2016,Saskatchewan,CT Scan,,19.0,63.0,23407.0,False,44.0,,
2016,Saskatchewan,Cataract Surgery,79.0,60.0,142.0,3509.0,True,82.0,,
2016,Saskatchewan,Colorectal Cancer Surgery,,19.0,51.0,238.0,False,32.0,,
2016,Saskatchewan,Hip Fracture Repair,79.0,30.0,80.0,481.0,True,50.0,,
2016,Saskatchewan,Hip Replacement,80.0,84.0,225.0,708.0,True,141.0,,
2016,Saskatchewan,Knee Replacement,73.0,109.0,240.0,1139.0,True,131.0,,
2016,Saskatchewan,Lung Cancer Surgery,,13.0,28.0,71.0,False,15.0,,
2016,Saskatchewan,MRI Scan,,48.0,212.0,11459.0,False,164.0,,
2016,Saskatchewan,Prostate Cancer Surgery,,47.0,101.0,105.0,False,54.0,,
2016,Saskatchewan,Radiation Therapy,97.0,7.0,18.0,1105.0,True,11.0,,
2017,Alberta,Bladder Cancer Surgery,,30.0,68.8,573.0,False,38.8,,
2017,Alberta,Breast Cancer Surgery,,19.0,48.0,1273.0,False,29.0,,
2017,Alberta,CABG,,10.0,56.0,503.0,False,46.0,,
2017,Alberta,CT Scan,,30.0,110.0,75374.0,False,80.0,,
2017,Alberta,Cataract Surgery,55.6,99.0,260.0,11389.0,True,161.0,,
2017,Alberta,Colorectal Cancer Surgery,,28.0,67.0,473.0,False,39.0,,
2017,Alberta,Hip Fracture Repair,92.3018292682927,18.575,44.5,1312.0,True,25.925,,
2017,Alberta,Hip Fracture Repair/Emergency and Inpatient,88.5038038884193,25.11666667,50.2,1183.0,True,25.083333330000002,,
2017,Alberta,Hip Replacement,73.2,121.0,251.0,2024.0,True,130.0,,
2017,Alberta,Knee Replacement,66.6,143.0,280.0,3035.0,True,137.0,,
2017,Alberta,Lung Cancer Surgery,,29.0,57.2,309.0,False,28.200000000000003,,
2017,Alberta,MRI Scan,,95.0,277.0,60247.0,False,182.0,,
2017,Alberta,Prostate Cancer Surgery,,48.0,122.0,634.0,False,74.0,,
2017,Alberta,Radiation Therapy,99.0,6.0,18.0,4065.0,True,12.0,,
2017,British Columbia,Bladder Cancer Surgery,,22.0,55.0,1729.0,False,33.0,,
2017,British Columbia,Breast Cancer Surgery,,18.0,48.0,1900.0,False,30.0,,
2017,British Columbia,CABG,,8.0,86.0,1006.0,False,78.0,,
2017,British Columbia,Cataract Surgery,62.99,78.0,251.0,29701.0,True,173.0,,
2017,British Columbia,Colorectal Cancer Surgery,,21.0,57.0,991.0,False,36.0,,
2017,British Columbia,Hip Fracture Repair,84.1810783316378,25.1416666666667,60.1,1966.0,True,34.9583333333333,,
2017,British Columbia,Hip Replacement,61.8,133.0,330.0,2830.0,True,197.0,,
2017,British Columbia,Knee Replacement,46.4,196.0,395.2,4295.0,True,199.2,,
2017,British Columbia,Lung Cancer Surgery,,27.0,62.0,407.0,False,35.0,,
2017,British Columbia,Prostate Cancer Surgery,,39.0,78.0,493.0,False,39.0,,
2017,British Columbia,Radiation Therapy,93.21,9.0,25.0,6143.0,True,16.0,,
2017,Canada,Bladder Cancer Surgery,,24.5795697158811,60.0270159303662,12178.0,False,35.4474462144851,,
2017,Canada,Breast Cancer Surgery,,17.2240715268226,37.2119669876204,14540.0,False,19.9878954607978,,
2017,Canada,CABG,,7.993301955105,61.8356263577118,8835.0,False,53.842324402606806,,
2017,Canada,Cataract Surgery,70.8900375441306,65.7095634389716,210.707453423471,169667.0,True,144.9978899844994,,
2017,Canada,Colorectal Cancer Surgery,,20.1718491813129,44.7106804867057,6657.0,False,24.538831305392797,,
2017,Canada,Hip Fracture Repair,86.6925781972978,22.3,53.8833333333333,10782.0,True,31.583333333333297,,
2017,Canada,Hip Replacement,75.6701242682551,104.966878915477,276.910167402691,19474.0,True,171.943288487214,,
2017,Canada,Knee Replacement,68.38,129.25,311.36,31311.0,True,182.11,,
2017,Canada,Lung Cancer Surgery,,21.240509370495,46.712590100913,4162.0,False,25.472080730417996,,
2017,Canada,Prostate Cancer Surgery,,38.0129032258065,92.705376344086,3720.0,False,54.69247311827951,,
2017,Canada,Radiation Therapy,97.0643035673711,8.28200599274562,18.5965147453083,44010.0,True,10.31450875256268,,
2017,Manitoba,Breast Cancer Surgery,,21.0,43.0,142.0,False,22.0,,
2017,Manitoba,CABG,,9.0,41.0,218.0,False,32.0,,
2017,Manitoba,CT Scan,,19.0,77.0,46568.0,False,58.0,,
2017,Manitoba,Cataract Surgery,32.0,155.0,409.0,3076.0,True,254.0,,
2017,Manitoba,Hip Fracture Repair,93.2971014492754,19.5833333333333,42.4333333333333,552.0,True,22.85,,
2017,Manitoba,Hip Replacement,53.0,169.0,414.0,710.0,True,245.0,,
2017,Manitoba,Knee Replacement,43.0,203.0,435.0,1148.0,True,232.0,,
2017,Manitoba,Lung Cancer Surgery,,24.0,41.0,89.0,False,17.0,,
2017,Manitoba,MRI Scan,,76.0,219.0,33945.0,False,143.0,,
2017,Manitoba,Radiation Therapy,100.0,12.0,25.0,1656.0,True,13.0,,
2017,New Brunswick,Bladder Cancer Surgery,,30.0,74.0,238.0,False,44.0,,
2017,New Brunswick,Breast Cancer Surgery,,22.0,47.0,358.0,False,25.0,,
2017,New Brunswick,CABG,,8.0,183.0,239.0,False,175.0,,
2017,New Brunswick,Cataract Surgery,73.0,55.0,218.0,5682.0,True,163.0,,
2017,New Brunswick,Colorectal Cancer Surgery,,22.0,44.0,216.0,False,22.0,,
2017,New Brunswick,Hip Fracture Repair,89.7435897435898,17.0666666666667,48.1416666666667,390.0,True,31.075000000000003,,
2017,New Brunswick,Hip Replacement,56.0,162.0,386.0,508.0,True,224.0,,
2017,New Brunswick,Knee Replacement,46.0,201.0,451.0,903.0,True,250.0,,
2017,New Brunswick,Lung Cancer Surgery,,35.0,55.0,96.0,False,20.0,,
2017,New Brunswick,Prostate Cancer Surgery,,39.0,84.0,87.0,False,45.0,,
2017,New Brunswick,Radiation Therapy,96.9,8.0,20.0,973.0,True,12.0,,
2017,Newfoundland and Labrador,Bladder Cancer Surgery,,21.0,43.0,162.0,False,22.0,,
2017,Newfoundland and Labrador,Breast Cancer Surgery,,14.0,26.0,224.0,False,12.0,,
2017,Newfoundland and Labrador,CABG,,6.0,58.0,178.0,False,52.0,,
2017,Newfoundland and Labrador,CT Scan,,,,40329.0,False,,,
2017,Newfoundland and Labrador,Cataract Surgery,87.0,63.0,118.0,1610.0,True,55.0,,
2017,Newfoundland and Labrador,Colorectal Cancer Surgery,,12.0,28.0,195.0,False,16.0,,
2017,Newfoundland and Labrador,Hip Fracture Repair,87.14859437751,19.95,49.9666666666667,249.0,True,30.016666666666698,,
2017,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,92.0,22.47,45.82,250.0,True,23.35,,
2017,Newfoundland and Labrador,Hip Replacement,84.0,81.0,225.0,304.0,True,144.0,,
2017,Newfoundland and Labrador,Knee Replacement,66.0,145.0,291.0,527.0,True,146.0,,
2017,Newfoundland and Labrador,Lung Cancer Surgery,,23.0,53.0,49.0,False,30.0,,
2017,Newfoundland and Labrador,MRI Scan,,,,10522.0,False,,,
2017,Newfoundland and Labrador,Prostate Cancer Surgery,,34.0,49.0,53.0,False,15.0,,
2017,Newfoundland and Labrador,Radiation Therapy,100.0,12.0,20.0,428.0,True,8.0,,
2017,Nova Scotia,Bladder Cancer Surgery,,28.0,76.0,363.0,False,48.0,,
2017,Nova Scotia,Breast Cancer Surgery,,16.0,41.0,420.0,False,25.0,,
2017,Nova Scotia,CABG,,8.0,30.0,154.0,False,22.0,,
2017,Nova Scotia,CT Scan,,30.0,92.0,34557.0,False,62.0,,
2017,Nova Scotia,Cataract Surgery,66.0,90.0,211.0,4047.0,True,121.0,,
2017,Nova Scotia,Colorectal Cancer Surgery,,21.0,55.0,256.0,False,34.0,,
2017,Nova Scotia,Hip Fracture Repair,87.1635610766046,20.6166666666667,55.1333333333333,483.0,True,34.516666666666595,,
2017,Nova Scotia,Hip Replacement,51.0,179.0,665.0,670.0,True,486.0,,
2017,Nova Scotia,Knee Replacement,34.0,283.0,740.0,968.0,True,457.0,,
2017,Nova Scotia,Lung Cancer Surgery,,38.0,70.0,184.0,False,32.0,,
2017,Nova Scotia,MRI Scan,,48.0,241.0,12469.0,False,193.0,,
2017,Nova Scotia,Prostate Cancer Surgery,,47.0,116.0,75.0,False,69.0,,
2017,Nova Scotia,Radiation Therapy,92.0,13.0,28.0,1394.0,True,15.0,,
2017,Ontario,Bladder Cancer Surgery,,24.0,64.0,5820.0,False,40.0,,
2017,Ontario,Breast Cancer Surgery,,15.0,30.0,5855.0,False,15.0,,
2017,Ontario,CABG,,8.0,51.0,3045.0,False,43.0,,
2017,Ontario,CT Scan,,6.0,35.0,486038.0,False,29.0,,
2017,Ontario,Cataract Surgery,68.5697358984753,67.0,229.0,64142.0,True,162.0,,
2017,Ontario,Colorectal Cancer Surgery,,19.0,40.0,2300.0,False,21.0,,
2017,Ontario,Hip Fracture Repair,85.6765925367508,23.2333333333333,55.8333333333333,5306.0,True,32.6,,
2017,Ontario,Hip Fracture Repair/Emergency and Inpatient,79.18276072,28.35,62.9,4919.0,True,34.55,,
2017,Ontario,Hip Replacement,83.1568699038579,82.0,242.0,8217.0,True,160.0,,
2017,Ontario,Knee Replacement,78.342149119629,92.0,275.0,13801.0,True,183.0,,
2017,Ontario,Lung Cancer Surgery,,16.0,35.0,1687.0,False,19.0,,
2017,Ontario,MRI Scan,,35.0,96.0,355639.0,False,61.0,,
2017,Ontario,Prostate Cancer Surgery,,34.0,84.0,1431.0,False,50.0,,
2017,Ontario,Radiation Therapy,98.3,7.7,14.7,15740.0,True,6.999999999999999,,
2017,Prince Edward Island,Bladder Cancer Surgery,,31.0,58.6,26.0,False,27.6,,
2017,Prince Edward Island,Breast Cancer Surgery,,15.0,33.0,36.0,False,18.0,,
2017,Prince Edward Island,CT Scan,,43.9,113.2,4400.0,False,69.30000000000001,,
2017,Prince Edward Island,Cataract Surgery,60.0,98.5,166.5,577.0,True,68.0,,
2017,Prince Edward Island,Colorectal Cancer Surgery,,14.0,30.0,41.0,False,16.0,,
2017,Prince Edward Island,Hip Fracture Repair,85.3658536585366,23.75,51.6166666666667,82.0,True,27.866666666666703,,
2017,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,86.5,22.1,51.2,74.0,True,29.1,,
2017,Prince Edward Island,Hip Replacement,50.0,182.0,257.6,76.0,True,75.60000000000002,,
2017,Prince Edward Island,Knee Replacement,46.2,194.5,311.5,145.0,True,117.0,,
